fulfillment_id,order_id,fulfillment_date,status,warehouse,product_name,product_department,product_category
ec8ad5ac-29c6-46b3-bbbd-af61eeb0d7b2,52ec3a35-e2fe-4632-a900-5a792faaf50a,2025-04-18,Shipped,Express Shipping Corp.,Dyson V15 Detect Plus Cordless Vacuum,Home & Kitchen,Cordless Vacuums
d44a9e1d-533b-4c0c-8cea-022240c0d843,e33368d6-6418-4d31-8f0f-ab74c65b1b99,2021-10-27,Cancelled,Worldwide Imports,Bissell Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner,Home & Kitchen,Carpet Cleaners
aa83470e-6d00-41bf-8c74-a9101cb4d1c1,50b96840-abe1-4235-8f0a-dcaa7f35c494,2021-04-27,Pending,NextGen Logistics,Mielle Rosemary Mint Growth Oil,Beauty & Personal Care,Hair Oils
84ee27c6-b324-4354-b839-8efb84d00203,4f250118-8c9c-4c50-8a42-062056e610f3,2022-03-16,Shipped,Supreme Goods Inc.,iRobot Roomba 692 Robot Vacuum,Home & Kitchen,Robot Vacuums
70fd41b0-055c-4f50-add2-48470f98708e,bcc4ef6e-211c-4eaf-8598-b30e2c5a8e91,2020-05-12,Pending,Elite Retailers,Chom Chom Roller Pet Hair Remover,Pet Supplies,Pet Hair Removers
1a4c1f8a-1d70-47e8-a48d-7219a5f9c060,43541890-33b8-4551-b066-2e0c652eb0dc,2024-07-15,Delivered,Supreme Goods Inc.,essence Lash Princess False Lash Effect Mascara,Beauty & Personal Care,Mascaras
68b68840-c511-41fd-b04f-d6ba89d272f9,0fa1598c-8567-4b19-98a7-2b18e361535f,2023-10-28,Pending,NextGen Logistics,iRobot Roomba 692 Robot Vacuum,Home & Kitchen,Robot Vacuums
aea6609a-75f1-4101-a65e-b446370f7379,25f0ac38-7692-4b79-b35c-7be5f7c994d1,2021-07-06,Pending,NextGen Logistics,Breville Barista Express Espresso Machine,Kitchen & Dining,Espresso Machines
93bfbedd-b613-40a4-8a5e-99469cb86858,f53a826a-4c1d-4cb7-8ef5-402c4079fe3d,2020-01-12,Delivered,Worldwide Imports,Chom Chom Roller Pet Hair Remover,Pet Supplies,Pet Hair Removers
ace94dbf-6c62-4dea-a886-0b5541a0986a,a91cee74-68ab-48e3-8b4c-4c5d7bc9104d,2020-08-27,Delivered,Tech Innovations Ltd.,Dyson V15 Detect Plus Cordless Vacuum,Home & Kitchen,Cordless Vacuums
d9ffabbe-d27a-485f-9bfc-923bc69b493e,6c5f6992-0ace-4a87-9513-6762373033f4,2022-09-30,Shipped,Express Shipping Corp.,Sol De Janeiro Hair & Body Fragrance Mist,Beauty & Personal Care,Body Mists
7aae1fff-da65-4116-9433-c8e780f6cf3c,9761c10f-a07b-4759-ad0d-b298f636d732,2024-11-09,Shipped,ABC Electronics,Mielle Rosemary Mint Growth Oil,Beauty & Personal Care,Hair Oils
314810ac-ab39-4aea-9a8b-af3def5c9eb1,02799f01-aaba-4201-8c0e-c71c64ba9594,2023-07-06,Pending,Supreme Goods Inc.,Apple AirPods Max,Electronics,Headphones
2d3dadf2-6730-4ffe-b4ca-c818f4841017,892df083-1c16-4c02-bfb4-25a1c4e907fd,2021-02-19,Cancelled,Elite Retailers,Chom Chom Roller Pet Hair Remover,Pet Supplies,Pet Hair Removers
f59a50bd-a4af-4ed8-8f21-75f6e9244af1,f4706221-9a66-4c32-8c74-684ae67fc1a8,2023-11-07,Cancelled,Supreme Goods Inc.,Sol De Janeiro Hair & Body Fragrance Mist,Beauty & Personal Care,Body Mists
b2dd4844-beeb-4068-83ab-366101c9e136,8104ade9-9d9f-4919-8feb-d0c9cedf3780,2021-09-15,Shipped,ABC Electronics,essence Lash Princess False Lash Effect Mascara,Beauty & Personal Care,Mascaras
491b7ed1-e621-49be-a345-b61fe4894694,adf6a484-6157-4006-8b67-6764e26118fb,2024-05-25,Cancelled,NextGen Logistics,COSRX Snail Mucin 96% Power Repairing Essence,Beauty & Personal Care,Facial Serums
c312fb34-53ec-4267-b8c5-de2933387b82,d8357cef-d995-418e-a815-c230a17f901f,2025-04-26,Delivered,Express Shipping Corp.,Apple iPad (10th Generation),Electronics,Tablets
63f7cbda-0c1e-4f10-b7cd-5a5584904982,ee0d60ab-6665-401a-95b5-8e75831825ed,2024-12-26,Shipped,Prime Warehouse Solutions,Hero Cosmetics Mighty Patch Original,Beauty & Personal Care,Acne Treatments
cdb4ee29-641c-48d8-8803-fecd44a7ea2d,366881d0-3c27-46ea-8a60-df7e787e9748,2023-09-27,Pending,Express Shipping Corp.,Beast Mini Blender Plus,Kitchen & Dining,Blenders
8039b768-5eb1-4002-938f-b66a89ccc436,5b40e449-df38-45dd-a7f2-979433528614,2024-06-07,Shipped,Express Shipping Corp.,MEATER Plus Long Range Wireless Smart Meat Thermometer,Kitchen & Dining,Meat Thermometers
3be7cffa-de4f-4cd5-8a4c-69700218c3d7,9edd26e2-27c2-4af3-a969-2de5c8974211,2023-06-06,Shipped,Tech Innovations Ltd.,Breville Barista Express Espresso Machine,Kitchen & Dining,Espresso Machines
883a3956-7c24-4690-ad90-aa45e704aea8,63be96c1-1179-412a-a2cb-52f4bea88c37,2024-12-12,Delivered,Prime Warehouse Solutions,Apple iPad (10th Generation),Electronics,Tablets
c396c730-422f-43c8-abfb-c2f62df36a0c,ecee9a24-e17c-4165-9755-3c0b0819c0e4,2024-02-16,Delivered,NextGen Logistics,Lumineux Teeth Whitening Strips,Health & Household,Teeth Whitening
7fb66686-e773-469b-b411-aef564630a39,ccf2f2c3-a9f1-46ac-a0d5-06de367621d0,2022-04-08,Delivered,NextGen Logistics,Bissell Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner,Home & Kitchen,Carpet Cleaners
06e78f2d-ce8f-48c6-8479-ba2fe58c08e3,78cfdb21-717c-4102-a74e-e2e497eb020f,2022-01-07,Delivered,Supreme Goods Inc.,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,Health & Household,Water Bottles
e7051c63-9895-4520-86e9-acfc1b6919e4,a45bb859-0598-4c1e-a350-66b4b4a60a0f,2022-09-06,Pending,Elite Retailers,Sol De Janeiro Hair & Body Fragrance Mist,Beauty & Personal Care,Body Mists
19668783-a8a4-499b-849a-ced19d80af1f,defb618c-eb1e-47d0-a2a4-fdf4ad1a3a22,2021-10-30,Delivered,ABC Electronics,Lumineux Teeth Whitening Strips,Health & Household,Teeth Whitening
7712a566-7f17-4e40-9aa5-85a744fc05c9,e127b2ac-2676-41f9-b7a2-875898e32645,2025-02-04,Delivered,Dynamic Distributors,Le Creuset Stoneware Mugs,Kitchen & Dining,Mugs
2c3624f4-77bb-4c86-a23b-c36a4c0f20c0,e878224c-d79e-48de-8688-40be39ea336c,2022-06-11,Cancelled,Supreme Goods Inc.,iRobot Roomba 692 Robot Vacuum,Home & Kitchen,Robot Vacuums
5520e492-632b-4faf-90ed-dbf2b16f0fa5,45e380d9-c713-441d-b402-70b60c0bb6ff,2023-10-06,Cancelled,Express Shipping Corp.,Bissell Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner,Home & Kitchen,Carpet Cleaners
9475b502-013c-401c-8dcb-d0c0d05c0931,a64b8d6d-fa8a-41ef-8888-076318f1c1bb,2021-03-27,Pending,NextGen Logistics,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,Health & Household,Water Bottles
d213e6b8-d4bc-4c79-ba2c-6359c187bf02,33912cf1-b2c2-489d-8178-1154b83b01fb,2024-05-25,Pending,Tech Innovations Ltd.,Apple iPad (10th Generation),Electronics,Tablets
270b4a03-53a8-46aa-8961-fea5cdd33568,4e2823f9-729f-44f9-8763-f44dc7116ff6,2024-09-06,Shipped,Dynamic Distributors,Bissell Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner,Home & Kitchen,Carpet Cleaners
09c7d125-d425-4cd5-ad8c-0fbb85091fb1,63d916b9-83ea-4a24-81f0-67f275d45e32,2022-05-20,Shipped,ABC Electronics,iRobot Roomba 692 Robot Vacuum,Home & Kitchen,Robot Vacuums
54f1124c-570c-4fbc-91f5-8e5ef3132d62,d3b3cded-0df2-4d77-b137-ad0ac0f5b112,2022-04-18,Delivered,Worldwide Imports,KitchenAid 5-Quart Tilt Head Stand Mixer,Kitchen & Dining,Stand Mixers
4d196dae-750b-46ee-abd3-3b80d7eba65a,b314e144-1700-4266-a0a3-d305906e4d58,2025-07-16,Shipped,Elite Retailers,Le Creuset Stoneware Mugs,Kitchen & Dining,Mugs
79722a08-a1cf-4dda-be9c-4a22232334f7,ece82f21-e2f5-48e2-b9fa-b13b2f6d5924,2020-02-03,Delivered,Elite Retailers,Dyson V15 Detect Plus Cordless Vacuum,Home & Kitchen,Cordless Vacuums
0f3643cc-ec39-4858-8604-9218650ade35,36e821b8-fd08-4a1c-845b-8196b487c199,2025-01-26,Cancelled,ABC Electronics,Mielle Rosemary Mint Growth Oil,Beauty & Personal Care,Hair Oils
cf910a0c-241c-49d6-a4c8-0be2e23dc609,bef66fe3-7f65-4121-a35d-85212f07c448,2021-06-11,Shipped,Prime Warehouse Solutions,Apple AirPods Max,Electronics,Headphones
ce78c8ea-d11f-43ac-ac7e-48f612995797,84c14dea-1e13-4af1-984d-4a88395cca7b,2020-10-12,Cancelled,Global Logistics Co.,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,Health & Household,Water Bottles
dd4cd4eb-d51b-42a7-b623-0d5632b3653e,97ec18c4-1647-46f2-ab26-ee024eac473c,2024-04-24,Delivered,Express Shipping Corp.,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,Health & Household,Water Bottles
90a06b04-8801-4280-84be-d5055760b5ba,aa28327b-f517-4e3d-91cc-91362941bfa9,2025-03-03,Cancelled,NextGen Logistics,Bissell Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner,Home & Kitchen,Carpet Cleaners
7972c299-9878-401f-86fb-a35e0017b6a6,66ea09a0-e3d7-4109-ae55-5c0d9767f11b,2022-04-13,Pending,Worldwide Imports,Mielle Rosemary Mint Growth Oil,Beauty & Personal Care,Hair Oils
aa290fad-e41b-4976-973d-ec2bf0ae9356,8f1b19aa-c620-48ce-a9cb-e6d5d01ec4db,2025-06-12,Delivered,Worldwide Imports,Zulay Powerful Milk Frother,Kitchen & Dining,Milk Frothers
f0495987-f49b-449f-82e3-ba48cf0b8856,3c41f156-30cd-4d3b-96f1-c31ed49aeffa,2022-08-21,Delivered,Worldwide Imports,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,Health & Household,Water Bottles
b522373b-ffdb-4732-9eb5-e31567991571,921ff1c1-0308-4f46-8009-76086b9e0d17,2020-02-23,Delivered,Global Logistics Co.,Beckham Hotel Collection Bed Pillows,Home & Kitchen,Bed Pillows
f20f7ea6-36bb-4d6b-a167-2b247eda7585,8cfb31d0-56b8-4615-b7d6-f2b2b22c0478,2023-09-09,Cancelled,Tech Innovations Ltd.,Apple iPad (10th Generation),Electronics,Tablets
7fa682a8-42d7-4bc4-a893-de10116a4dce,84cbfe6e-8dc1-4eb7-97ce-884aebb8b016,2024-04-09,Shipped,Global Logistics Co.,COSRX Snail Mucin 96% Power Repairing Essence,Beauty & Personal Care,Facial Serums
396e40d3-88d6-4d29-bf68-8cb1c8af3c9f,36c418dd-9bab-47b6-a898-2a40b45d4dd5,2021-10-20,Cancelled,NextGen Logistics,Apple iPad (10th Generation),Electronics,Tablets
01cb82f7-ecda-464d-85e7-3cfb5f0b868b,2c726a49-3a48-4728-a4ba-340e4fe9be78,2022-12-13,Delivered,Express Shipping Corp.,KitchenAid 5-Quart Tilt Head Stand Mixer,Kitchen & Dining,Stand Mixers
975aa26e-1cc8-4a87-a8e0-c775705646f9,13cd0b80-03b6-4ed9-80b2-4bc8984b7cd5,2025-05-16,Pending,ABC Electronics,Zulay Powerful Milk Frother,Kitchen & Dining,Milk Frothers
c0dec81a-ed96-4e84-aeb3-029e9a955a0b,c707356c-0547-46ec-90aa-a099073e5080,2021-10-14,Delivered,NextGen Logistics,iRobot Roomba 692 Robot Vacuum,Home & Kitchen,Robot Vacuums
aa9ec423-719e-40af-bffd-e4e6cefa893f,e6aa4c1c-fe83-4b7d-b882-62174d9fce11,2022-11-29,Cancelled,Worldwide Imports,essence Lash Princess False Lash Effect Mascara,Beauty & Personal Care,Mascaras
901140f5-357b-4b54-8dc6-2dbb13fc7f5a,246d2627-c93e-4a48-bad8-5a67b4a76fae,2022-10-12,Shipped,Prime Warehouse Solutions,Mielle Rosemary Mint Growth Oil,Beauty & Personal Care,Hair Oils
b48b4203-d6fd-4628-8fb0-fb4096604de6,5e820605-56f2-4c39-a151-78ad41424c7d,2021-04-13,Delivered,NextGen Logistics,iRobot Roomba 692 Robot Vacuum,Home & Kitchen,Robot Vacuums
60d267dc-e1e8-4cfd-9509-babc7f7ffa8c,90ff262d-dba2-4431-8d15-13ab9a5e90f5,2025-05-06,Cancelled,NextGen Logistics,iRobot Roomba 692 Robot Vacuum,Home & Kitchen,Robot Vacuums
70cd05f0-e3c4-4a1d-94c3-ea2fd9900aed,299ffdf9-86f3-4503-8c1d-3869e6c5f60b,2024-04-02,Pending,Prime Warehouse Solutions,Beckham Hotel Collection Bed Pillows,Home & Kitchen,Bed Pillows
669fd84d-c7e7-4925-a302-bd45e94d3868,1bf80366-5bf7-4614-a6b2-1fbc94bf6870,2025-12-27,Pending,Worldwide Imports,MEATER Plus Long Range Wireless Smart Meat Thermometer,Kitchen & Dining,Meat Thermometers
469080ad-d819-4d48-93d6-f764472c7951,50851b3b-0ec1-48ab-946e-4d89e0a42b36,2023-12-03,Shipped,Worldwide Imports,Hero Cosmetics Mighty Patch Original,Beauty & Personal Care,Acne Treatments
fc32bec0-87e7-49d5-acff-116ab877162a,a681b056-836d-4e27-a27f-bbdabee0c6b7,2025-03-14,Cancelled,Prime Warehouse Solutions,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,Health & Household,Water Bottles
07817c6b-dfa8-448c-a4ee-79c328696a70,c6b08711-b0b7-421c-bfde-122c48b9b06a,2020-05-16,Delivered,Supreme Goods Inc.,KitchenAid 5-Quart Tilt Head Stand Mixer,Kitchen & Dining,Stand Mixers
2cd5730b-5853-4766-a366-1471fb42f50d,86ce35f2-4445-477c-893b-ceae23ee2cab,2020-05-29,Shipped,Elite Retailers,COSRX Snail Mucin 96% Power Repairing Essence,Beauty & Personal Care,Facial Serums
898a82a7-1e98-4e06-b872-e02192e23c42,31da046a-4321-4da9-8322-687cebafcff4,2025-01-05,Delivered,Supreme Goods Inc.,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,Health & Household,Water Bottles
ea8baefe-a0ef-4639-82b1-e0c7f9097177,95d41cfb-970e-4cf2-b86f-fdd9f67aa1ae,2024-11-07,Pending,Elite Retailers,Chom Chom Roller Pet Hair Remover,Pet Supplies,Pet Hair Removers
0b22cdeb-3ae1-41fc-88cc-8cbb103039de,693b2b81-f523-4a20-9ca3-a54e2039ddc5,2025-06-20,Pending,Elite Retailers,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,Health & Household,Water Bottles
53032c88-afc8-4e1d-830f-9d24c7c4701c,bad55782-f3d5-48d5-8b36-8f79fecf7af0,2025-08-23,Delivered,Worldwide Imports,Breville Barista Express Espresso Machine,Kitchen & Dining,Espresso Machines
3ca3c761-aa92-4325-9f4e-f0513e2e7f43,3fcc7025-ba09-44c2-b6e5-2c2a30940a1d,2020-01-12,Cancelled,NextGen Logistics,KitchenAid 5-Quart Tilt Head Stand Mixer,Kitchen & Dining,Stand Mixers
d9021b07-9a2d-4ef5-812a-aa8337678867,6f52e340-8190-4b07-813b-8530d9fc352d,2024-12-23,Pending,Worldwide Imports,Zulay Powerful Milk Frother,Kitchen & Dining,Milk Frothers
91695803-d6f1-44b6-a9f1-ddc0557e6e57,06d3029f-507d-473e-8424-f06005b6d683,2021-02-06,Delivered,Supreme Goods Inc.,Apple AirPods Max,Electronics,Headphones
9d2ceb82-cf3a-4a33-a415-bbf56a418e5e,46a352a4-df39-440a-8970-28a2e75a3290,2024-10-14,Cancelled,NextGen Logistics,Lumineux Teeth Whitening Strips,Health & Household,Teeth Whitening
56ec39b4-5abf-4af4-ab00-35d5100f5a99,332c88e0-3f26-4761-94a7-02b3f905bca7,2022-12-07,Pending,NextGen Logistics,Sol De Janeiro Hair & Body Fragrance Mist,Beauty & Personal Care,Body Mists
b2481582-651a-4fd3-bd0c-4f99001bd51e,b40a7a1e-8c82-4e27-a861-96b6fa234086,2023-08-08,Cancelled,Worldwide Imports,Breville Barista Express Espresso Machine,Kitchen & Dining,Espresso Machines
e8061132-b2c9-46ba-9880-3d2a90cacbfc,3805f93b-a629-406c-9824-a6eadc262520,2021-06-29,Cancelled,Supreme Goods Inc.,Bissell Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner,Home & Kitchen,Carpet Cleaners
7bee3eb5-6fee-4cf6-bbac-1babf4288850,ba1638f6-8124-4831-bcd9-7f9f54d04e01,2025-07-19,Cancelled,Dynamic Distributors,Lumineux Teeth Whitening Strips,Health & Household,Teeth Whitening
eddd8298-9c49-4ca8-ac3b-057463a56acb,5270f1f7-7116-4201-a5d1-e31e200dfbf2,2025-11-07,Pending,Dynamic Distributors,iRobot Roomba 692 Robot Vacuum,Home & Kitchen,Robot Vacuums
3aaa6b62-4657-44c9-af05-9ca05c97f58c,56b36a9b-a32d-4152-9bae-43f21c67cc30,2023-07-17,Pending,Global Logistics Co.,Beckham Hotel Collection Bed Pillows,Home & Kitchen,Bed Pillows
d17c28b3-8002-4992-9eed-217132b9ffc8,e6dafe13-5f09-42b7-b8b4-8d0a9658892f,2023-10-06,Pending,Worldwide Imports,COSRX Snail Mucin 96% Power Repairing Essence,Beauty & Personal Care,Facial Serums
4dd178aa-abdb-4686-a2fb-0de3031b4133,98176ba7-53fe-47a2-8dfa-8f6972ec36b0,2025-08-20,Pending,Dynamic Distributors,essence Lash Princess False Lash Effect Mascara,Beauty & Personal Care,Mascaras
772f95b4-20a0-438f-84d6-49271fa763bd,1985f6c8-3093-45f4-93f0-29527e3e34d8,2022-10-14,Pending,ABC Electronics,Zulay Powerful Milk Frother,Kitchen & Dining,Milk Frothers
4fd8fa9a-ee6a-4619-befa-dcea16bd819d,770ea0e4-93fa-43c7-b3a5-2ce4e718040b,2025-11-30,Cancelled,Supreme Goods Inc.,Apple iPad (10th Generation),Electronics,Tablets
b9800742-8af3-443f-ac9d-a8cd181cf730,f97bb2e6-f73e-48d9-bff4-d25705fd3688,2022-09-13,Delivered,Worldwide Imports,Chom Chom Roller Pet Hair Remover,Pet Supplies,Pet Hair Removers
4d065a38-0b59-4c97-b124-c3df47c6d65d,52d38caa-2f00-46f6-85e4-335323cad6ec,2020-04-26,Cancelled,Worldwide Imports,Le Creuset Stoneware Mugs,Kitchen & Dining,Mugs
84d26f69-ab60-424b-92d7-3c2ef211150d,17b7d09d-e5ec-448d-9c28-e26d79ddf2b0,2023-01-31,Pending,ABC Electronics,Dyson V15 Detect Plus Cordless Vacuum,Home & Kitchen,Cordless Vacuums
559aedea-9fdf-496d-8eba-fa6531fa841f,9d1bf815-e00d-4cfb-be49-43c04cd75811,2021-03-19,Shipped,Tech Innovations Ltd.,Breville Barista Express Espresso Machine,Kitchen & Dining,Espresso Machines
08b7adb1-2ba3-4084-aaf9-07efa276cb7d,60310c4e-f5ad-4a2c-af35-b519b381d4a5,2023-12-10,Delivered,Elite Retailers,Hero Cosmetics Mighty Patch Original,Beauty & Personal Care,Acne Treatments
c5801dd1-0f9c-4fbb-8546-da8a8308b548,0d3ebe55-0bd4-43f3-b339-7be839d683d1,2021-11-30,Pending,NextGen Logistics,Mielle Rosemary Mint Growth Oil,Beauty & Personal Care,Hair Oils
266ffd23-d51f-4e60-ba8a-54954fb06fc6,83ff06de-2681-4b05-9ada-d4933641588f,2021-08-31,Cancelled,Elite Retailers,Beast Mini Blender Plus,Kitchen & Dining,Blenders
0cd07643-20ec-4d7c-be50-0adda826966a,3656166b-101c-4f65-ba82-df93bb249025,2022-10-21,Pending,Tech Innovations Ltd.,MEATER Plus Long Range Wireless Smart Meat Thermometer,Kitchen & Dining,Meat Thermometers
31620187-3cc3-4f42-b2f7-ceef7cd79e1a,062220f2-2065-4239-bf78-071ea5d8af33,2023-03-15,Pending,Prime Warehouse Solutions,iRobot Roomba 692 Robot Vacuum,Home & Kitchen,Robot Vacuums
910ab9f9-6a13-4a1c-bf7b-1066299db0fe,66832160-4dc4-4a4f-8f67-6ce13cffe8ee,2025-05-17,Cancelled,Tech Innovations Ltd.,COSRX Snail Mucin 96% Power Repairing Essence,Beauty & Personal Care,Facial Serums
167ff7dd-a54d-4b26-bb02-0b6f4985365d,f64c1d90-fee0-44a9-9615-ab51f5c45117,2022-11-06,Delivered,Prime Warehouse Solutions,Apple iPad (10th Generation),Electronics,Tablets
2e3724d3-bbc5-4d37-bcc0-d1aafe135b74,d9c92502-ad1c-4c88-98a1-c8bed5b781e2,2021-05-28,Delivered,Global Logistics Co.,Apple AirPods Max,Electronics,Headphones
8d54a782-29e6-4935-a7cc-4cafa1c2b160,d2b11d7c-4480-4c46-bd3f-6a1a9682ebf5,2024-11-30,Cancelled,Supreme Goods Inc.,essence Lash Princess False Lash Effect Mascara,Beauty & Personal Care,Mascaras
751fda9e-fdcf-47f3-9215-465efc9309dd,553edfa4-999f-4c41-8994-9ee2685cd455,2020-05-20,Pending,Prime Warehouse Solutions,essence Lash Princess False Lash Effect Mascara,Beauty & Personal Care,Mascaras
8779af9e-5b36-424f-84ff-c9d55f0a4ed1,1a839fbe-0e07-4640-a67b-9dafe2ad8c89,2023-09-07,Delivered,Dynamic Distributors,Bissell Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner,Home & Kitchen,Carpet Cleaners
8f549cc3-7afb-460a-a52c-10edf1d1e6f7,2783ecd9-9278-43e2-a4b2-20eb6e680785,2022-07-15,Cancelled,NextGen Logistics,MEATER Plus Long Range Wireless Smart Meat Thermometer,Kitchen & Dining,Meat Thermometers
b6c3d1d2-7fea-4bec-ba41-301e2ace4953,b1a6f71c-b654-4a5b-9e07-94ca74092be9,2023-01-15,Shipped,Express Shipping Corp.,Le Creuset Stoneware Mugs,Kitchen & Dining,Mugs
7c737088-69e5-46f5-af05-538afba61bc6,4cf560bc-b5c8-4a8d-b7a5-a349258be4fa,2023-12-25,Shipped,Dynamic Distributors,iRobot Roomba 692 Robot Vacuum,Home & Kitchen,Robot Vacuums
b86b245c-fdb4-4585-a695-94f6b9adb86a,c3e5a269-7d19-4eba-99fc-824accc42784,2024-02-08,Cancelled,Worldwide Imports,Mielle Rosemary Mint Growth Oil,Beauty & Personal Care,Hair Oils
69f6943a-bea6-47cd-b55c-b530345c3f36,50de8f9e-47e6-4091-aac0-e36e73d4dedc,2022-06-28,Pending,Express Shipping Corp.,COSRX Snail Mucin 96% Power Repairing Essence,Beauty & Personal Care,Facial Serums
eea3a636-fa28-4aee-9a18-85b309e77f26,53290253-3cc8-42e1-bbba-a7ef8a4f4a59,2024-10-26,Shipped,NextGen Logistics,Beast Mini Blender Plus,Kitchen & Dining,Blenders
77445490-fa55-4bee-80e4-d8ca5c167f9c,b4bd1742-7945-4f32-b8b9-b35e419d5c33,2022-06-05,Cancelled,Elite Retailers,iRobot Roomba 692 Robot Vacuum,Home & Kitchen,Robot Vacuums
a5452e21-afd9-4145-8f06-302f2549b79a,fc3fe1b3-5a0d-4f82-be54-35654175dddc,2025-12-12,Delivered,Supreme Goods Inc.,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,Health & Household,Water Bottles
f47175f2-66c3-4ea9-abe6-625db1bea35b,0ef597e4-56bb-4c47-8b8d-564183d4d6d8,2021-02-05,Cancelled,Supreme Goods Inc.,Zulay Powerful Milk Frother,Kitchen & Dining,Milk Frothers
76cb2315-710f-40ef-b5a6-29e77ba392e0,666aeaf2-79ba-49e0-9580-7b4155366423,2020-07-23,Pending,Prime Warehouse Solutions,Beast Mini Blender Plus,Kitchen & Dining,Blenders
3e0c988b-a8a4-4e54-8e20-cdd01af49124,a5ef393d-a753-45e9-a931-ddda522a5408,2020-01-31,Shipped,ABC Electronics,essence Lash Princess False Lash Effect Mascara,Beauty & Personal Care,Mascaras
3c17b337-beb7-495d-bccd-72336a0bb371,c6b48a23-6ed3-42f6-81a4-9db7036be3b8,2022-10-21,Cancelled,Dynamic Distributors,MEATER Plus Long Range Wireless Smart Meat Thermometer,Kitchen & Dining,Meat Thermometers
ed99dae3-37e4-4903-a206-28f515ec4444,f1ec0b40-862f-49cf-b6e9-bf8ab3f02bab,2020-06-20,Delivered,Dynamic Distributors,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,Health & Household,Water Bottles
c5e03cee-f4eb-4320-bc06-59c3f176abcf,7e5fbe4d-8bbf-46d7-966d-b367611859a2,2025-11-01,Shipped,NextGen Logistics,Beckham Hotel Collection Bed Pillows,Home & Kitchen,Bed Pillows
e50c0f65-bb2c-4a64-ba37-fb882fe34fb7,07e4c4e6-408e-4720-a271-4fb72f03d2fb,2024-03-22,Cancelled,Global Logistics Co.,Apple iPad (10th Generation),Electronics,Tablets
a2fce987-5616-4387-9f5c-6083e00af7db,71991da8-162f-459c-9041-fc49d09a16ad,2020-03-17,Pending,Supreme Goods Inc.,MEATER Plus Long Range Wireless Smart Meat Thermometer,Kitchen & Dining,Meat Thermometers
d8c7b1bc-d061-4182-8b7a-c45c28968105,dfacee7a-1501-42c1-b6aa-efbbfebc2ddd,2025-10-25,Shipped,Worldwide Imports,Lumineux Teeth Whitening Strips,Health & Household,Teeth Whitening
d6db4db7-c6b1-41b2-b008-cd45a5bef13e,185b9e89-e7bc-437f-882e-9200e847d07e,2020-08-01,Cancelled,Global Logistics Co.,Le Creuset Stoneware Mugs,Kitchen & Dining,Mugs
7ec18376-d941-4b2a-b43c-69749b50faa6,fbdad628-81f3-43b5-a2fb-803c104c2140,2020-02-07,Delivered,Express Shipping Corp.,Owala 40-ounce FreeSip Insulated Stainless Steel Water Bottle,Health & Household,Water Bottles
87e33b37-882f-4030-b178-dfa11b15a28d,856dde39-46d3-40a7-84be-9ee0918e7396,2023-03-12,Shipped,Tech Innovations Ltd.,Breville Barista Express Espresso Machine,Kitchen & Dining,Espresso Machines
774d2427-3e4f-45b1-bba0-09ad68731cd9,a339beb4-c575-45d8-bc39-c17e453fd233,2021-02-13,Pending,Dynamic Distributors,Sol De Janeiro Hair & Body Fragrance Mist,Beauty & Personal Care,Body Mists
96f03625-1ce6-40f5-b873-d71d1c2e1a4c,01b78b61-5c35-451e-a0c3-9ce470ed9b86,2020-08-27,Cancelled,Dynamic Distributors,Breville Barista Express Espresso Machine,Kitchen & Dining,Espresso Machines
9054e7bd-df9f-44d9-b1d4-bcd81c99c8f4,91896819-0eaa-4ff9-8f29-acc9025033f5,2023-04-23,Cancelled,Worldwide Imports,Apple iPad (10th Generation),Electronics,Tablets
da0daab2-8ee8-4269-9456-35b3a878c5c8,d27d296b-4a7f-4415-9dee-780a359abf59,2023-04-09,Shipped,Dynamic Distributors,Chom Chom Roller Pet Hair Remover,Pet Supplies,Pet Hair Removers
d4a68f3a-6a3c-4fb8-85c6-f7f9b25e9bf3,083ef44f-cbdd-4efd-9d3d-7938bca6e7de,2022-08-23,Shipped,ABC Electronics,MEATER Plus Long Range Wireless Smart Meat Thermometer,Kitchen & Dining,Meat Thermometers
5f3050fe-bb2a-42d4-89c1-06ea10bb0d76,d3351bca-67ce-4e38-8537-3b94c215abc5,2023-01-24,Cancelled,Dynamic Distributors,Hero Cosmetics Mighty Patch Original,Beauty & Personal Care,Acne Treatments
